Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
4673,Joe Harris\harrijo01,27-170,G,2/23/19,BRK,@,CHO,W,1,33,5,7,0.714,2,3,0.667,3,4,0.75,6,6,1,0,2,2,4,1,1,0,2,19,20.4
4674,Tobias Harris\harrito02,26-196,F,1/27/19,LAC,,SAC,W,1,33,6,17,0.353,4,9,0.444,2,8,0.25,4,4,1,1,5,6,3,0,0,0,4,18,11.2
4675,Tobias Harris\harrito02,26-109,F,11/1/18,LAC,@,PHI,L,1,33,10,16,0.625,8,13,0.615,2,3,0.667,2,2,1,0,8,8,3,0,1,1,1,24,20.6
4676,Tobias Harris\harrito02,26-166,F,12/28/18,LAC,@,LAL,W,1,33,3,9,0.333,3,8,0.375,0,1,0,3,3,1,1,9,10,1,1,0,1,2,9,7.2
4677,Tobias Harris\harrito02,26-137,F,11/29/18,LAC,@,SAC,W,1,33,11,17,0.647,8,12,0.667,3,5,0.6,3,3,1,1,5,6,4,0,0,0,3,28,24.3
4678,Tobias Harris\harrito02,26-127,F,11/19/18,LAC,@,ATL,W,1,33,8,15,0.533,4,7,0.571,4,8,0.5,4,4,1,1,7,8,1,1,2,3,4,24,18
4679,Tobias Harris\harrito02,26-143,F,12/5/18,LAC,@,MEM,L,1,33,2,13,0.154,1,9,0.111,1,4,0.25,2,2,1,0,12,12,1,1,0,3,5,7,-1
4680,Shaquille Harrison\harrish01,25-171,G,3/26/19,CHI,@,TOR,L,1,33,6,12,0.5,6,9,0.667,0,3,0,3,4,0.75,1,4,5,5,3,0,3,4,15,12.4
4681,Josh Hart\hartjo01,23-317,G,1/17/19,LAL,@,OKC,W,0,33,3,6,0.5,1,2,0.5,2,4,0.5,4,5,0.8,1,9,10,5,3,1,1,2,12,17.4
4682,Josh Hart\hartjo01,23-296,G,12/27/18,LAL,@,SAC,L,1,33,4,8,0.5,2,5,0.4,2,3,0.667,0,0,,0,4,4,2,3,1,0,4,10,10.7
4683,Josh Hart\hartjo01,23-304,G,1/4/19,LAL,,NYK,L,1,33,2,11,0.182,1,2,0.5,1,9,0.111,1,1,1,1,6,7,4,0,2,0,5,6,3.8
4684,Juan Hernangomez\hernaju01,23-077,F,12/14/18,DEN,,OKC,W,1,33,5,9,0.556,3,3,1,2,6,0.333,4,4,1,0,4,4,3,1,0,0,3,16,14.8
4685,Mario Hezonja\hezonma01,23-348,F-G,2/8/19,NYK,@,DET,L,0,33,3,11,0.273,3,9,0.333,0,2,0,2,2,1,0,7,7,1,2,0,0,3,8,5.1
4686,Buddy Hield\hieldbu01,25-358,G,12/10/18,SAC,@,CHI,W,1,33,5,11,0.455,1,2,0.5,4,9,0.444,0,0,,0,4,4,4,1,0,2,1,14,10.9
4687,Buddy Hield\hieldbu01,25-327,G,11/9/18,SAC,,MIN,W,1,33,6,14,0.429,3,7,0.429,3,7,0.429,0,0,,2,8,10,3,0,0,2,5,15,9.5
4688,Buddy Hield\hieldbu01,26-084,G,3/11/19,SAC,@,WAS,L,1,33,6,21,0.286,5,12,0.417,1,9,0.111,2,3,0.667,1,3,4,2,0,0,2,4,15,1.7
4689,Buddy Hield\hieldbu01,26-101,G,3/28/19,SAC,@,NOP,L,1,33,11,21,0.524,10,13,0.769,1,8,0.125,4,4,1,0,2,2,1,0,0,3,0,27,15
4690,Buddy Hield\hieldbu01,25-355,G,12/7/18,SAC,@,CLE,W,1,33,9,17,0.529,4,9,0.444,5,8,0.625,2,2,1,1,3,4,2,0,2,1,2,25,19.3
4691,Buddy Hield\hieldbu01,25-342,G,11/24/18,SAC,@,GSW,L,1,33,12,21,0.571,8,15,0.533,4,6,0.667,0,1,0,2,5,7,3,0,1,2,3,28,20.2
4692,Buddy Hield\hieldbu01,25-362,G,12/14/18,SAC,,GSW,L,1,33,11,21,0.524,6,8,0.75,5,13,0.385,0,0,,2,2,4,2,0,0,0,2,27,19.3
4693,Buddy Hield\hieldbu01,26-106,G,4/2/19,SAC,,HOU,L,1,33,8,16,0.5,4,7,0.571,4,9,0.444,0,0,,1,6,7,5,0,1,0,2,20,17.9
4694,Buddy Hield\hieldbu01,25-319,G,11/1/18,SAC,@,ATL,W,1,33,10,17,0.588,5,10,0.5,5,7,0.714,2,3,0.667,0,5,5,6,2,1,3,4,27,22.5
4695,Buddy Hield\hieldbu01,26-051,G,2/6/19,SAC,,HOU,L,1,33,8,17,0.471,5,7,0.714,3,10,0.3,1,1,1,3,7,10,2,0,0,6,3,20,9.7
4696,George Hill\hillge01,32-185,G,11/5/18,CLE,@,ORL,L,1,33,10,12,0.833,8,10,0.8,2,2,1,0,0,,0,4,4,6,4,0,2,2,22,24.2
4697,George Hill\hillge01,32-335,G,4/4/19,MIL,@,PHI,W,0,33,7,13,0.538,5,10,0.5,2,3,0.667,4,5,0.8,0,5,5,5,0,0,0,2,20,17.5
4698,Jrue Holiday\holidjr01,28-239,G,2/6/19,NOP,@,CHI,W,1,33,6,19,0.316,3,6,0.5,3,13,0.231,3,4,0.75,1,5,6,11,0,1,1,2,18,15.5
4699,Jrue Holiday\holidjr01,28-209,G,1/7/19,NOP,,MEM,W,1,33,5,10,0.5,3,7,0.429,2,3,0.667,1,2,0.5,1,3,4,6,4,0,1,0,13,16.4
4700,Jrue Holiday\holidjr01,28-256,G,2/23/19,NOP,,LAL,W,1,33,10,18,0.556,5,9,0.556,5,9,0.556,2,3,0.667,0,3,3,7,3,0,1,2,27,25
4701,Justin Holiday\holidju01,29-360,F,3/31/19,MEM,@,LAC,L,1,33,3,10,0.3,2,3,0.667,1,7,0.143,2,2,1,0,2,2,1,3,0,2,0,9,5.5
4702,Justin Holiday\holidju01,29-230,F,11/21/18,CHI,,PHO,W,1,33,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,0,4,4,1,0,0,4,4,11,3.3
4703,Justin Holiday\holidju01,29-354,F,3/25/19,MEM,,OKC,W,1,33,6,13,0.462,3,5,0.6,3,8,0.375,2,2,1,1,6,7,5,2,0,1,4,17,15.7
4704,Al Horford\horfoal01,32-149,C-F,10/30/18,BOS,,DET,W,1,33,5,9,0.556,5,6,0.833,0,3,0,1,2,0.5,2,3,5,4,1,1,3,4,11,8.5
4705,Al Horford\horfoal01,32-138,C-F,10/19/18,BOS,@,TOR,L,1,33,5,12,0.417,2,5,0.4,3,7,0.429,1,1,1,5,5,10,9,1,1,3,3,14,16.4
4706,Al Horford\horfoal01,32-158,C-F,11/8/18,BOS,@,PHO,W,1,33,3,7,0.429,2,5,0.4,1,2,0.5,0,1,0,2,4,6,3,0,4,2,0,7,8.4
4707,Al Horford\horfoal01,32-288,C-F,3/18/19,BOS,,DEN,L,1,33,8,15,0.533,4,7,0.571,4,8,0.5,0,0,,2,4,6,6,1,1,1,1,20,19.8
4708,Al Horford\horfoal01,32-155,C-F,11/5/18,BOS,@,DEN,L,1,33,6,9,0.667,6,7,0.857,0,2,0,0,1,0,0,4,4,6,1,0,0,1,12,13.7
4709,Danuel House\houseda01,25-285,G,3/19/19,HOU,@,ATL,W,0,33,6,12,0.5,0,1,0,6,11,0.545,1,2,0.5,1,2,3,2,0,0,2,3,19,12.1
4710,Dwight Howard\howardw01,32-333,C,11/6/18,WAS,@,DAL,L,1,33,3,5,0.6,3,5,0.6,0,0,,2,4,0.5,2,9,11,2,0,1,1,3,8,8.9
4711,Dwight Howard\howardw01,32-337,C,11/10/18,WAS,@,MIA,W,1,33,2,7,0.286,2,7,0.286,0,0,,7,10,0.7,7,9,16,0,1,0,2,5,11,10.3
4712,Chandler Hutchison\hutchch01,22-266,G,1/17/19,CHI,@,DEN,L,1,33,6,9,0.667,6,8,0.75,0,1,0,0,0,,1,4,5,0,1,0,0,2,12,10.2
4713,Chandler Hutchison\hutchch01,22-272,G,1/23/19,CHI,,ATL,L,1,33,3,5,0.6,3,4,0.75,0,1,0,0,0,,1,6,7,3,1,1,1,2,6,8.2
4714,Andre Iguodala\iguodan01,34-288,G-F,11/12/18,GSW,@,LAC,L,0,33,5,7,0.714,3,4,0.75,2,3,0.667,2,5,0.4,1,4,5,4,0,1,1,3,14,13.1
4715,Joe Ingles\inglejo01,31-032,F-G,11/3/18,UTA,@,DEN,L,1,33,1,5,0.2,0,1,0,1,4,0.25,1,2,0.5,0,4,4,6,2,0,1,3,4,5.7
4716,Joe Ingles\inglejo01,31-115,F-G,1/25/19,UTA,,MIN,W,1,33,3,11,0.273,1,2,0.5,2,9,0.222,4,4,1,0,3,3,2,3,0,0,4,12,9.2
4717,Joe Ingles\inglejo01,31-144,F-G,2/23/19,UTA,,DAL,W,1,33,6,12,0.5,1,3,0.333,5,9,0.556,1,2,0.5,1,4,5,6,1,0,1,3,18,16.5
4718,Joe Ingles\inglejo01,31-095,F-G,1/5/19,UTA,@,DET,W,1,33,6,11,0.545,4,7,0.571,2,4,0.5,2,3,0.667,0,4,4,1,1,1,3,5,16,8.9
4719,Joe Ingles\inglejo01,31-170,F-G,3/21/19,UTA,@,ATL,L,1,33,5,8,0.625,2,3,0.667,3,5,0.6,0,0,,0,2,2,7,2,0,3,3,13,12.7
4720,Joe Ingles\inglejo01,31-084,F-G,12/25/18,UTA,,POR,W,1,33,6,9,0.667,3,4,0.75,3,5,0.6,0,0,,0,7,7,5,0,0,1,1,15,15.3
4721,Joe Ingles\inglejo01,31-074,F-G,12/15/18,UTA,@,ORL,L,1,33,2,11,0.182,0,5,0,2,6,0.333,2,2,1,1,4,5,5,3,1,2,3,8,7
4722,Joe Ingles\inglejo01,31-081,F-G,12/22/18,UTA,,OKC,L,1,33,5,12,0.417,2,4,0.5,3,8,0.375,0,0,,0,4,4,8,3,0,2,4,13,12.8
4723,Joe Ingles\inglejo01,31-045,F-G,11/16/18,UTA,@,PHI,L,1,33,6,12,0.5,4,7,0.571,2,5,0.4,0,0,,0,2,2,2,3,1,1,2,14,11.9
4724,Brandon Ingram\ingrabr01,21-110,F,12/21/18,LAL,,NOP,W,1,33,6,14,0.429,6,12,0.5,0,2,0,6,8,0.75,2,5,7,2,1,0,2,1,18,12.7
4725,Brandon Ingram\ingrabr01,21-117,F,12/28/18,LAL,,LAC,L,1,33,5,12,0.417,4,10,0.4,1,2,0.5,6,12,0.5,0,7,7,0,0,0,1,5,17,7.3
4726,Brandon Ingram\ingrabr01,21-062,F,11/3/18,LAL,@,POR,W,1,33,3,10,0.3,3,10,0.3,0,0,,2,4,0.5,0,6,6,0,1,0,3,2,8,0.4
4727,Kyrie Irving\irvinky01,26-295,G,1/12/19,BOS,@,ORL,L,1,33,7,16,0.438,7,11,0.636,0,5,0,11,13,0.846,0,5,5,6,2,1,1,0,25,23.2
4728,Kyrie Irving\irvinky01,26-267,G,12/15/18,BOS,@,DET,L,1,33,11,25,0.44,9,19,0.474,2,6,0.333,2,3,0.667,2,6,8,4,3,0,3,3,26,17.3
4729,Kyrie Irving\irvinky01,27-009,G,4/1/19,BOS,,MIA,W,1,33,7,19,0.368,2,8,0.25,5,11,0.455,6,6,1,1,7,8,3,2,0,6,4,25,13.8
4730,Kyrie Irving\irvinky01,26-223,G,11/1/18,BOS,,MIL,W,1,33,10,20,0.5,4,8,0.5,6,12,0.5,2,2,1,1,2,3,7,1,2,2,2,28,23.8
4731,Kyrie Irving\irvinky01,26-221,G,10/30/18,BOS,,DET,W,1,33,10,16,0.625,6,9,0.667,4,7,0.571,7,8,0.875,1,4,5,5,1,0,2,0,31,27.8
4732,Jonathan Isaac\isaacjo01,21-088,F,12/30/18,ORL,,DET,W,1,33,1,4,0.25,1,4,0.25,0,0,,2,2,1,0,1,1,1,1,0,1,1,4,2.2
4733,Jonathan Isaac\isaacjo01,21-105,F,1/16/19,ORL,@,DET,L,1,33,4,7,0.571,2,2,1,2,5,0.4,0,0,,0,3,3,2,0,0,2,4,10,5.4
4734,Jonathan Isaac\isaacjo01,21-158,F,3/10/19,ORL,@,MEM,L,1,33,2,5,0.4,1,3,0.333,1,2,0.5,5,6,0.833,3,3,6,1,0,1,0,4,10,9.7
4735,Jonathan Isaac\isaacjo01,21-107,F,1/18/19,ORL,,BRK,L,1,33,4,10,0.4,4,7,0.571,0,3,0,1,2,0.5,2,4,6,2,0,2,2,4,9,5
4736,Frank Jackson\jacksfr01,20-310,G,3/10/19,NOP,@,ATL,L,1,33,10,18,0.556,7,11,0.636,3,7,0.429,0,0,,1,5,6,2,0,0,1,2,23,16.2
4737,Jaren Jackson\jacksja02,19-053,F,11/7/18,MEM,,DEN,W,1,33,7,15,0.467,5,10,0.5,2,5,0.4,4,6,0.667,3,4,7,0,3,3,3,2,20,16.1
4738,Josh Jackson\jacksjo02,22-000,F-G,2/10/19,PHO,@,SAC,L,1,33,7,16,0.438,5,13,0.385,2,3,0.667,2,4,0.5,2,3,5,1,0,3,3,3,18,9.7
4739,Josh Jackson\jacksjo02,21-353,F-G,1/29/19,PHO,@,SAS,L,1,33,6,14,0.429,4,10,0.4,2,4,0.5,0,0,,0,6,6,5,0,1,2,2,14,9.8
4740,Josh Jackson\jacksjo02,22-034,F-G,3/16/19,PHO,@,NOP,W,0,33,6,11,0.545,4,8,0.5,2,3,0.667,5,6,0.833,2,5,7,3,1,2,4,5,19,14.7
4741,Josh Jackson\jacksjo02,21-363,F-G,2/8/19,PHO,,GSW,L,1,33,8,19,0.421,7,16,0.438,1,3,0.333,2,3,0.667,3,5,8,5,1,0,2,3,19,13.4
4742,Justin Jackson\jacksju01,23-358,G-F,3/21/19,DAL,@,SAC,L,1,33,9,16,0.563,8,10,0.8,1,6,0.167,0,1,0,0,5,5,1,0,0,1,1,19,11.8
4743,Justin Jackson\jacksju01,24-000,G-F,3/28/19,DAL,@,MIA,L,1,33,6,10,0.6,4,7,0.571,2,3,0.667,0,0,,1,3,4,2,2,0,0,1,14,14
4744,Reggie Jackson\jacksre01,28-295,G,2/5/19,DET,@,NYK,W,1,33,5,14,0.357,3,7,0.429,2,7,0.286,7,7,1,0,2,2,7,1,0,1,4,19,15.1
4745,Reggie Jackson\jacksre01,28-321,G,3/3/19,DET,,TOR,W,1,33,8,14,0.571,5,9,0.556,3,5,0.6,0,1,0,1,2,3,4,1,0,3,5,19,12.1
4746,Reggie Jackson\jacksre01,28-221,G,11/23/18,DET,,HOU,W,1,33,5,12,0.417,5,9,0.556,0,3,0,12,14,0.857,0,4,4,6,1,0,1,3,22,19
4747,LeBron James\jamesle01,34-072,F-G,3/12/19,LAL,@,CHI,W,1,33,15,23,0.652,13,19,0.684,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,36,27.9
4748,LeBron James\jamesle01,34-042,F-G,2/10/19,LAL,@,PHI,L,1,33,8,16,0.5,6,10,0.6,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,18,14.1
4749,Jonas Jerebko\jerebjo01,31-272,F,11/29/18,GSW,@,TOR,L,0,33,8,13,0.615,5,8,0.625,3,5,0.6,1,1,1,3,6,9,3,1,1,3,5,20,16.8
4750,Stanley Johnson\johnsst04,22-155,F,10/31/18,DET,@,BRK,L,1,33,1,4,0.25,0,1,0,1,3,0.333,3,4,0.75,1,11,12,2,1,0,2,5,6,5.6
4751,Tyler Johnson\johnsty01,26-186,G,11/9/18,MIA,,IND,L,0,33,5,12,0.417,2,6,0.333,3,6,0.5,2,4,0.5,0,2,2,5,0,1,5,2,15,6.8
4752,Tyler Johnson\johnsty01,26-290,G,2/21/19,PHO,@,CLE,L,1,33,1,7,0.143,1,5,0.2,0,2,0,3,4,0.75,1,7,8,5,2,2,1,1,5,8.4
4753,Nikola Jokic\jokicni01,24-035,C-F,3/26/19,DEN,,DET,W,1,33,10,24,0.417,10,19,0.526,0,5,0,3,5,0.6,3,12,15,2,0,0,3,3,23,12.3
4754,Nikola Jokic\jokicni01,23-273,C-F,11/19/18,DEN,@,MIL,L,1,33,8,18,0.444,5,10,0.5,3,8,0.375,1,1,1,3,2,5,5,1,0,3,1,20,14.4
4755,Nikola Jokic\jokicni01,23-292,C-F,12/8/18,DEN,@,ATL,L,1,33,9,17,0.529,9,15,0.6,0,2,0,6,7,0.857,4,7,11,7,2,0,1,1,24,25.7
4756,Nikola Jokic\jokicni01,23-263,C-F,11/9/18,DEN,,BRK,L,1,33,14,22,0.636,13,21,0.619,1,1,1,8,10,0.8,7,14,21,3,1,2,6,5,37,32
4757,Nikola Jokic\jokicni01,23-254,C-F,10/31/18,DEN,@,CHI,W,1,33,9,20,0.45,6,14,0.429,3,6,0.5,1,1,1,5,7,12,9,2,3,6,2,22,20.8
4758,Nikola Jokic\jokicni01,23-291,C-F,12/7/18,DEN,@,CHO,L,1,33,6,18,0.333,6,12,0.5,0,6,0,4,5,0.8,4,7,11,6,1,2,4,5,16,10.9
4759,Nikola Jokic\jokicni01,23-248,C-F,10/25/18,DEN,@,LAL,L,1,33,9,17,0.529,8,12,0.667,1,5,0.2,5,5,1,3,8,11,3,1,1,6,5,24,16
4760,Nikola Jokic\jokicni01,23-267,C-F,11/13/18,DEN,,HOU,L,1,33,6,14,0.429,6,13,0.462,0,1,0,2,3,0.667,4,8,12,7,2,0,3,3,14,14.1
4761,Tyus Jones\jonesty01,22-313,G,3/19/19,MIN,,GSW,L,1,33,3,14,0.214,3,11,0.273,0,3,0,4,4,1,2,2,4,7,1,0,2,0,10,7.3
4762,Tyus Jones\jonesty01,22-326,G,4/1/19,MIN,,POR,L,1,33,7,12,0.583,7,11,0.636,0,1,0,0,0,,1,2,3,10,3,0,2,1,14,17.3
4763,DeAndre Jordan\jordade01,30-152,C,12/20/18,DAL,@,LAC,L,1,33,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,7,15,22,4,1,0,0,2,11,20.4
4764,DeAndre Jordan\jordade01,30-239,C,3/17/19,NYK,,LAL,W,1,33,6,10,0.6,6,10,0.6,0,0,,3,4,0.75,8,10,18,7,1,1,5,2,15,19.4
4765,DeAndre Jordan\jordade01,30-126,C,11/24/18,DAL,,BOS,W,1,33,5,7,0.714,5,7,0.714,0,0,,4,7,0.571,2,11,13,3,1,0,2,1,14,15.3
4766,DeAndre Jordan\jordade01,30-170,C,1/7/19,DAL,,LAL,L,1,33,2,3,0.667,2,3,0.667,0,0,,6,8,0.75,3,16,19,0,2,3,5,4,10,12.3
4767,DeAndre Jordan\jordade01,30-216,C,2/22/19,NYK,,MIN,L,1,33,5,8,0.625,5,8,0.625,0,0,,6,8,0.75,3,16,19,1,0,2,1,1,16,19.2
4768,DeAndre Jordan\jordade01,30-144,C,12/12/18,DAL,,ATL,W,1,33,4,7,0.571,4,7,0.571,0,0,,3,4,0.75,1,10,11,2,0,0,2,1,11,10
4769,DeAndre Jordan\jordade01,30-162,C,12/30/18,DAL,,OKC,W,1,33,4,6,0.667,4,6,0.667,0,0,,4,6,0.667,3,14,17,1,2,2,3,2,12,15.2
4770,Enes Kanter\kanteen01,26-187,C,11/23/18,NYK,,NOP,W,1,33,7,12,0.583,7,12,0.583,0,0,,3,4,0.75,4,7,11,2,1,3,1,2,17,18.6
4771,Enes Kanter\kanteen01,26-206,C,12/12/18,NYK,@,CLE,L,1,33,8,12,0.667,7,11,0.636,1,1,1,3,3,1,3,7,10,3,0,0,1,2,20,19.3
4772,Luke Kennard\kennalu01,22-244,G,2/23/19,DET,@,MIA,W,0,33,6,11,0.545,3,6,0.5,3,5,0.6,2,3,0.667,0,5,5,1,3,0,0,3,17,15.3
4773,Maxi Kleber\klebima01,27-056,F,3/26/19,DAL,,SAC,L,0,33,6,10,0.6,2,2,1,4,8,0.5,1,2,0.5,2,2,4,0,1,1,1,2,17,13.9
4774,Maxi Kleber\klebima01,27-051,F,3/21/19,DAL,@,SAC,L,1,33,2,5,0.4,1,2,0.5,1,3,0.333,0,0,,2,5,7,2,1,1,1,4,5,5.7
4775,Kevin Knox\knoxke01,19-123,F,12/12/18,NYK,@,CLE,L,1,33,7,15,0.467,4,9,0.444,3,6,0.5,2,2,1,0,7,7,1,0,2,1,3,19,13.3
4776,Kevin Knox\knoxke01,19-197,F,2/24/19,NYK,,SAS,W,1,33,8,18,0.444,7,12,0.583,1,6,0.167,2,3,0.667,0,10,10,2,0,1,2,5,19,10.3
4777,Kevin Knox\knoxke01,19-165,F,1/23/19,NYK,,HOU,L,1,33,4,15,0.267,2,7,0.286,2,8,0.25,2,4,0.5,1,7,8,1,0,2,1,2,12,5.4
4778,Rodions Kurucs\kurucro01,20-321,F,12/23/18,BRK,,PHO,W,1,33,7,15,0.467,7,14,0.5,0,1,0,2,2,1,3,7,10,2,0,1,2,2,16,11.8
4779,Rodions Kurucs\kurucro01,20-343,F,1/14/19,BRK,,BOS,W,1,33,7,11,0.636,5,7,0.714,2,4,0.5,3,3,1,3,1,4,1,2,0,1,3,19,17
4780,Rodions Kurucs\kurucro01,21-042,F,3/19/19,BRK,@,SAC,W,1,33,2,9,0.222,2,4,0.5,0,5,0,2,4,0.5,1,3,4,0,2,2,1,2,6,2.9
4781,Kyle Kuzma\kuzmaky01,23-128,F,11/29/18,LAL,,IND,W,1,33,4,9,0.444,3,4,0.75,1,5,0.2,2,3,0.667,0,9,9,2,0,0,1,3,11,7.8
4782,Kyle Kuzma\kuzmaky01,23-106,F,11/7/18,LAL,,MIN,W,1,33,8,15,0.533,4,8,0.5,4,7,0.571,1,2,0.5,0,2,2,1,1,0,2,2,21,12.8
4783,Kyle Kuzma\kuzmaky01,23-181,F,1/21/19,LAL,,GSW,L,1,33,7,18,0.389,7,13,0.538,0,5,0,2,2,1,1,1,2,2,0,0,3,1,16,5.2
4784,Kyle Kuzma\kuzmaky01,23-236,F,3/17/19,LAL,@,NYK,L,1,33,8,14,0.571,8,12,0.667,0,2,0,2,2,1,0,0,0,8,1,0,3,3,18,13.8
4785,Jeremy Lamb\lambje01,26-186,G-F,12/2/18,CHO,,NOP,L,1,33,4,9,0.444,3,5,0.6,1,4,0.25,2,3,0.667,1,6,7,2,2,0,2,1,11,9.4
4786,Jeremy Lamb\lambje01,26-291,G-F,3/17/19,CHO,@,MIA,L,0,33,8,20,0.4,5,11,0.455,3,9,0.333,2,2,1,2,2,4,1,3,0,1,3,21,13.7
4787,Zach LaVine\lavinza01,23-265,G,11/30/18,CHI,@,DET,L,1,33,3,12,0.25,3,12,0.25,0,0,,2,2,1,0,2,2,9,0,1,5,3,8,2.2
4788,Zach LaVine\lavinza01,23-295,G,12/30/18,CHI,@,TOR,L,1,33,3,17,0.176,3,14,0.214,0,3,0,7,7,1,0,3,3,2,0,0,1,6,13,1.2
4789,Zach LaVine\lavinza01,24-008,G,3/18/19,CHI,@,PHO,W,1,33,5,10,0.5,3,6,0.5,2,4,0.5,5,5,1,0,8,8,7,1,0,7,3,17,12.1
4790,Zach LaVine\lavinza01,23-305,G,1/9/19,CHI,@,POR,L,1,33,6,19,0.316,4,14,0.286,2,5,0.4,4,5,0.8,1,1,2,3,0,0,4,2,18,5
4791,Zach LaVine\lavinza01,23-349,G,2/22/19,CHI,@,ORL,W,1,33,6,14,0.429,1,8,0.125,5,6,0.833,5,5,1,1,3,4,6,2,0,2,1,22,20
4792,Zach LaVine\lavinza01,23-311,G,1/15/19,CHI,@,LAL,L,1,33,4,11,0.364,3,7,0.429,1,4,0.25,1,2,0.5,2,2,4,8,0,0,3,2,10,7.3
4793,Zach LaVine\lavinza01,23-333,G,2/6/19,CHI,,NOP,L,1,33,10,21,0.476,7,13,0.538,3,8,0.375,5,8,0.625,2,6,8,7,0,2,1,1,28,24.2
4794,Zach LaVine\lavinza01,23-222,G,10/18/18,CHI,@,PHI,L,1,33,11,19,0.579,9,12,0.75,2,7,0.286,6,7,0.857,0,5,5,3,0,3,5,5,30,19.4
4795,Jake Layman\laymaja01,24-323,F,1/24/19,POR,@,PHO,W,0,33,9,15,0.6,7,9,0.778,2,6,0.333,0,0,,2,6,8,3,1,2,3,5,20,15.8
4796,Jake Layman\laymaja01,24-335,F,2/5/19,POR,,MIA,L,0,33,11,17,0.647,9,12,0.75,2,5,0.4,1,1,1,2,6,8,2,1,0,0,2,25,22.3
4797,Kawhi Leonard\leonaka01,27-188,F,1/3/19,TOR,@,SAS,L,1,33,8,13,0.615,8,11,0.727,0,2,0,5,7,0.714,0,1,1,5,2,0,3,2,21,16.3
4798,Damian Lillard\lillada01,28-178,G,1/9/19,POR,,CHI,W,1,33,4,12,0.333,2,7,0.286,2,5,0.4,6,6,1,0,1,1,10,1,0,2,0,16,15.5
4799,Damian Lillard\lillada01,28-157,G,12/19/18,POR,,MEM,W,1,33,9,18,0.5,4,10,0.4,5,8,0.625,1,1,1,0,5,5,4,2,2,4,1,24,18.3
4800,Damian Lillard\lillada01,28-106,G,10/29/18,POR,@,IND,W,1,33,5,13,0.385,3,6,0.5,2,7,0.286,4,4,1,0,1,1,2,0,1,3,4,16,6.7
4801,Brook Lopez\lopezbr01,30-350,C,3/17/19,MIL,,PHI,L,1,33,4,11,0.364,1,2,0.5,3,9,0.333,3,4,0.75,0,4,4,1,1,4,3,5,14,8.2
4802,Brook Lopez\lopezbr01,31-000,C,4/1/19,MIL,@,BRK,W,1,33,5,11,0.455,4,6,0.667,1,5,0.2,3,3,1,0,2,2,2,2,4,1,2,14,13.3
4803,Brook Lopez\lopezbr01,30-305,C,1/31/19,MIL,@,TOR,W,1,33,5,13,0.385,4,5,0.8,1,8,0.125,0,1,0,0,6,6,0,0,3,1,4,11,4.8
4804,Brook Lopez\lopezbr01,30-283,C,1/9/19,MIL,@,HOU,W,1,33,3,7,0.429,2,3,0.667,1,4,0.25,0,0,,0,3,3,1,2,4,2,5,7,5.7
4805,Brook Lopez\lopezbr01,30-343,C,3/10/19,MIL,@,SAS,L,1,33,2,6,0.333,1,3,0.333,1,3,0.333,6,6,1,0,10,10,0,1,1,1,2,11,10.5
4806,Brook Lopez\lopezbr01,30-232,C,11/19/18,MIL,,DEN,W,1,33,3,10,0.3,1,3,0.333,2,7,0.286,0,0,,1,9,10,0,1,3,1,3,8,6.5
4807,Brook Lopez\lopezbr01,30-252,C,12/9/18,MIL,@,TOR,W,1,33,7,13,0.538,2,5,0.4,5,8,0.625,0,0,,0,1,1,2,2,1,1,0,19,16.1
4808,Robin Lopez\lopezro01,30-316,C,2/11/19,CHI,,MIL,L,1,33,8,13,0.615,8,12,0.667,0,1,0,1,2,0.5,2,2,4,1,0,1,2,2,17,11.3
4809,Kevin Love\loveke01,30-196,F,3/22/19,CLE,,LAC,L,1,33,8,14,0.571,4,7,0.571,4,7,0.571,2,3,0.667,0,8,8,1,0,0,2,3,22,14.9
4810,Kyle Lowry\lowryky01,32-224,G,11/4/18,TOR,@,LAL,W,1,33,8,19,0.421,5,12,0.417,3,7,0.429,2,2,1,1,5,6,15,2,1,1,1,21,24.9
4811,Kyle Lowry\lowryky01,32-232,G,11/12/18,TOR,,NOP,L,1,33,1,9,0.111,1,3,0.333,0,6,0,2,2,1,0,2,2,11,0,0,2,1,4,4
4812,Kyle Lowry\lowryky01,33-009,G,4/3/19,TOR,@,BRK,W,1,33,3,11,0.273,1,4,0.25,2,7,0.286,2,2,1,2,3,5,4,0,0,0,1,10,8.2
4813,Kyle Lowry\lowryky01,32-255,G,12/5/18,TOR,,PHI,W,1,33,2,8,0.25,1,1,1,1,7,0.143,2,2,1,0,4,4,4,3,1,4,0,7,5.9
4814,Shelvin Mack\macksh01,28-202,G,11/10/18,MEM,,PHI,W,0,33,6,11,0.545,6,9,0.667,0,2,0,0,0,,1,3,4,1,2,0,2,0,12,9
4815,Shelvin Mack\macksh01,28-194,G,11/2/18,MEM,@,UTA,W,0,33,7,11,0.636,3,5,0.6,4,6,0.667,1,1,1,0,6,6,3,0,0,3,1,19,14.6
