Date,VOO,VTSMX,SWTSX,VGTSX,VEIEX,VFITX,VIPSX,VGSIX,TLT,IBMH
10-08-18,260.119995,71.169998,50.84,17.290001,26.92,10.79,12.9,27.120001,120.660004,25.370001
13-08-18,259.140015,70.860001,50.619999,17.129999,26.440001,10.79,12.9,27.09,120.410004,25.41
14-08-18,260.809998,71.349998,50.959999,17.17,26.49,10.78,12.88,27.24,120.139999,25.389999
15-08-18,258.890015,70.760002,50.549999,16.91,25.870001,10.8,12.9,27.450001,120.839996,25.389999
16-08-18,260.98999,71.349998,50.959999,16.99,25.950001,10.8,12.9,27.66,120.830002,25.42
17-08-18,261.859985,71.589996,51.139999,17.09,26.049999,10.8,12.9,27.92,120.980003,25.42
20-08-18,262.440002,71.779999,51.279999,17.18,26.23,10.82,12.93,27.93,121.790001,25.41
21-08-18,263.01001,72.019997,51.450001,17.290001,26.469999,10.81,12.92,27.76,121.379997,25.389999
22-08-18,262.929993,72.019997,51.450001,17.370001,26.65,10.82,12.95,27.610001,121.860001,25.41
23-08-18,262.549988,71.889999,51.349998,17.24,26.41,10.82,12.96,27.549999,122.050003,25.389999
24-08-18,264.200012,72.339996,51.669998,17.360001,26.59,10.82,12.97,27.700001,122.290001,25.379999
27-08-18,266.190002,72.849998,52.040001,17.59,27.059999,10.8,12.95,27.65,121.589996,25.4
28-08-18,266.339996,72.879997,52.060001,17.57,27,10.78,12.92,27.969999,120.860001,25.389999
29-08-18,267.799988,73.269997,52.34,17.639999,27.09,10.78,12.92,27.959999,121.019997,25.389999
30-08-18,266.709991,72.970001,52.130001,17.469999,26.549999,10.79,12.93,27.82,121.279999,25.379999
31-08-18,266.720001,73.029999,52.169998,17.389999,26.629999,10.8,12.92,27.91,121,25.370001
04-09-18,266.350006,72.910004,52.09,17.18,26.129999,10.78,12.9,27.610001,120.029999,25.33
05-09-18,265.600006,72.669998,51.91,17.02,25.75,10.78,12.89,27.76,119.709999,25.370001
06-09-18,264.820007,72.400002,51.720001,16.959999,25.74,10.79,12.9,27.84,120.150002,25.35
07-09-18,264.179993,72.25,51.610001,16.9,25.809999,10.76,12.87,27.530001,119.129997,25.34
10-09-18,264.679993,72.419998,51.73,16.9,25.459999,10.76,12.87,27.65,119.57,25.34
11-09-18,265.679993,72.660004,51.91,16.92,25.389999,10.73,12.85,27.629999,118.660004,25.33
12-09-18,265.709991,72.68,51.919998,16.969999,25.389999,10.74,12.86,27.639999,118.940002,25.370001
13-09-18,267.220001,73.029999,52.169998,17.1,25.77,10.73,12.84,27.799999,119.120003,25.370001
14-09-18,267.359985,73.110001,52.220001,17.129999,25.860001,10.72,12.82,27.610001,118.550003,25.34
17-09-18,265.850006,72.629997,51.880001,17.129999,25.610001,10.72,12.82,27.719999,118.550003,25.35
18-09-18,267.299988,73.019997,52.150002,17.27,25.76,10.7,12.79,27.57,117.309998,25.360001
19-09-18,267.600006,73.029999,52.169998,17.360001,26.049999,10.68,12.78,27.25,116.610001,25.33
20-09-18,269.75,73.610001,52.580002,17.530001,26.24,10.68,12.79,27.51,117.150002,25.34
21-09-18,269.559998,73.550003,52.540001,17.58,26.450001,10.69,12.7,27.120001,117.099998,25.33
24-09-18,268.660004,73.279999,52.349998,17.48,26.17,10.68,12.69,26.639999,116.800003,25.32
25-09-18,268.329987,73.230003,52.310001,17.469999,25.92,10.67,12.68,26.629999,116.68,25.32
26-09-18,266.339996,72.93,52.099998,17.49,25.99,10.69,12.71,26.32,117.5,25.35
27-09-18,267.079987,72.790001,52.23,17.459999,26.1,10.69,12.71,26.43,117.580002,25.34
28-09-18,267.049988,72.82,52.25,17.360001,25.99,10.69,12.7,26.809999,117.269997,25.35
01-10-18,268.040009,72.93,52.330002,17.370001,26.02,10.68,12.67,26.559999,116.150002,25.299999
02-10-18,268.01001,72.809998,52.240002,17.26,25.76,10.7,12.69,26.48,116.860001,25.33
03-10-18,268.23999,72.93,52.330002,17.219999,25.690001,10.65,12.63,26.24,114.830002,25.34
04-10-18,266.040009,72.279999,51.860001,16.99,25.129999,10.63,12.59,26.01,114.019997,25.33
05-10-18,264.540009,71.839996,51.540001,16.870001,24.91,10.61,12.56,25.99,113.040001,25.33
08-10-18,264.470001,71.760002,51.490002,16.780001,24.85,10.61,12.56,26.360001,112.660004,25.33
09-10-18,264.130005,71.639999,51.389999,16.74,24.799999,10.62,12.59,26.42,113.800003,25.35
10-10-18,255.600006,69.32,49.73,16.389999,24.25,10.63,12.58,26.01,113.489998,25.34
11-10-18,250.220001,67.919998,48.73,16.15,23.860001,10.65,12.6,25.27,114.870003,25.35
12-10-18,253.600006,68.800003,49.360001,16.299999,24.49,10.64,12.58,25.200001,114.470001,25.33
15-10-18,252.210007,68.5,49.139999,16.24,24.27,10.65,12.59,25.360001,114.419998,25.33
16-10-18,257.579987,70.019997,50.240002,16.530001,24.77,10.64,12.59,25.860001,114.68,25.34
17-10-18,257.670013,69.970001,50.189999,16.42,24.58,10.62,12.56,25.799999,114,25.35
18-10-18,254.050003,68.940002,49.450001,16.15,24.01,10.64,12.55,25.75,113.959999,25.360001
19-10-18,253.850006,68.800003,49.349998,16.23,24.15,10.63,12.54,25.950001,113.709999,25.34
22-10-18,252.800003,68.510002,49.150002,16.200001,24.450001,10.63,12.53,25.6,113.559998,25.35
23-10-18,251.279999,68.110001,48.869999,16.01,24.15,10.65,12.54,25.74,113.919998,25.33
24-10-18,243.779999,65.959999,47.32,15.61,23.51,10.69,12.57,25.950001,114.779999,25.35
25-10-18,248.149994,67.199997,48.200001,15.78,23.9,10.66,12.52,26.290001,114.300003,25.34
26-10-18,243.759995,66.089996,47.41,15.64,23.66,10.7,12.59,25.66,114.989998,25.370001
29-10-18,242.5,65.650002,47.099998,15.54,23.280001,10.7,12.57,25.98,114.730003,25.32
30-10-18,246.210007,66.720001,47.860001,15.73,23.620001,10.68,12.54,26.33,114.160004,25.35
31-10-18,248.789993,67.43,48.380001,15.91,24.02,10.66,12.52,26.01,113.580002,25.34
01-11-18,251.369995,68.260002,48.98,16.15,24.639999,10.67,12.5,26.15,113.410004,25.299999
02-11-18,249.809998,67.900002,48.720001,16.200001,24.84,10.63,12.46,25.91,112,25.33
05-11-18,251.229996,68.220001,48.939999,16.23,24.969999,10.63,12.48,26.309999,112.440002,25.299999
06-11-18,252.820007,68.629997,49.23,16.26,24.92,10.62,12.48,26.43,112.370003,25.309999
07-11-18,258.160004,70.040001,50.240002,16.459999,25.24,10.62,12.49,26.75,112.519997,25.35
08-11-18,257.720001,69.870003,50.119999,16.290001,24.76,10.6,12.47,26.790001,112.510002,25.32
09-11-18,255.339996,69.18,49.619999,16.15,24.41,10.63,12.49,26.77,113.349998,25.309999
12-11-18,250.410004,67.82,48.639999,15.88,24.01,10.65,12.53,26.780001,114.089996,25.35
13-11-18,249.990005,67.739998,48.580002,15.95,24.219999,10.66,12.51,26.790001,114.019997,25.33
14-11-18,248.279999,67.230003,48.220001,15.96,24.35,10.68,12.52,26.75,114.089996,25.299999
15-11-18,250.850006,67.989998,48.77,16.07,24.84,10.68,12.52,26.549999,114.040001,25.32
16-11-18,251.490005,68.150002,48.880001,16.09,24.91,10.71,12.57,26.860001,114.699997,25.35
19-11-18,247.320007,66.959999,48.02,15.97,24.709999,10.72,12.57,26.9,115.019997,25.34
20-11-18,242.770004,65.779999,47.169998,15.7,24.290001,10.71,12.55,26.6,115.059998,25.32
21-11-18,243.580002,66.089996,47.400002,15.89,24.59,10.71,12.55,26.610001,115.019997,25.33
23-11-18,242.009995,65.730003,47.139999,15.8,24.370001,10.71,12.52,26.549999,115.139999,25.360001
26-11-18,245.800003,66.75,47.869999,15.99,24.58,10.7,12.52,26.610001,114.879997,25.34
27-11-18,246.570007,66.839996,47.93,15.96,24.67,10.71,12.49,26.709999,115.010002,25.35
28-11-18,252.330002,68.389999,49.049999,16.18,25.16,10.71,12.5,26.969999,114.449997,25.34
29-11-18,251.809998,68.260002,48.950001,16.139999,25.030001,10.73,12.56,26.98,114.900002,25.370001
30-11-18,253.479996,68.82,49.349998,16.110001,25.09,10.74,12.57,27.24,115.330002,25.389999
03-12-18,256.609985,69.57,49.889999,16.32,25.49,10.75,12.59,27.370001,115.879997,25.35
04-12-18,248.649994,67.260002,48.23,15.98,25.139999,10.77,12.63,26.950001,117.82,25.389999
06-12-18,248.020004,67.199997,48.18,15.77,24.82,10.79,12.62,27.639999,118.190002,25.370001
07-12-18,242.259995,65.660004,47.080002,15.62,24.5,10.81,12.64,27.27,118.410004,25.389999
10-12-18,242.550003,65.720001,47.119999,15.47,24.27,10.81,12.61,27.110001,118.900002,25.389999
11-12-18,242.619995,65.669998,47.09,15.46,24.33,10.79,12.56,27.120001,118.879997,25.4
12-12-18,243.960007,66.059998,47.369999,15.71,24.639999,10.78,12.54,26.35,118.349998,25.4
13-12-18,243.880005,65.93,47.27,15.74,24.76,10.78,12.55,26.540001,118.07,25.379999
14-12-18,239.380005,64.739998,46.419998,15.52,24.43,10.8,12.56,26.48,118.480003,25.389999
17-12-18,233.229996,63.349998,45.419998,15.37,24.17,10.82,12.58,25.49,119.169998,25.379999
18-12-18,233.139999,63.360001,45.43,15.36,24.219999,10.83,12.45,25.719999,119.599998,25.360001
19-12-18,229.419998,62.369999,44.720001,15.26,24.07,10.85,12.47,25.43,121.18,25.389999
20-12-18,225.649994,61.369999,44.009998,15.2,24.1,10.84,12.43,25.09,120.739998,25.370001
21-12-18,221.160004,59.75,42.009998,14.81,23.68,10.85,12.43,24.73,120.720001,25.389999
24-12-18,215.070007,58.169998,40.900002,14.72,23.6,10.87,12.45,23.809999,121.32,25.379999
26-12-18,225.949997,61.060001,42.93,15.05,24.110001,10.83,12.42,24.629999,120.019997,25.379999
27-12-18,228.050003,61.549999,43.27,15.01,24.030001,10.86,12.42,24.66,120.040001,25.4
28-12-18,227.759995,61.540001,43.200001,15.1,24.09,10.9,12.46,24.73,121.050003,25.389999
31-12-18,229.809998,62.080002,43.580002,15.17,24.190001,10.92,12.47,24.780001,121.510002,25.389999
02-01-19,229.990005,62.139999,43.619999,15.12,24.17,10.93,12.49,24.26,122.150002,25.379999
03-01-19,224.5,60.689999,42.610001,14.98,23.85,11,12.56,24.4,123.540001,25.370001
04-01-19,231.910004,62.790001,44.080002,15.42,24.559999,10.93,12.53,24.719999,122.110001,25.379999
07-01-19,233.649994,63.330002,44.470001,15.5,24.629999,10.91,12.52,24.950001,121.75,25.379999
08-01-19,235.919998,64,44.939999,15.57,24.66,10.89,12.53,25.459999,121.43,25.379999
09-01-19,237.009995,64.330002,45.169998,15.78,25.040001,10.9,12.55,25.42,121.239998,25.379999
10-01-19,238,64.639999,45.389999,15.84,25.209999,10.89,12.52,25.780001,120.459999,25.389999
11-01-19,237.889999,64.639999,45.389999,15.79,25.15,10.91,12.56,25.85,120.93,25.379999
14-01-19,236.580002,64.269997,45.130001,15.71,25,10.91,12.53,25.74,120.480003,25.4
15-01-19,239.350006,64.940002,45.599998,15.81,25.24,10.9,12.52,25.99,120.040001,25.42
16-01-19,239.880005,65.129997,45.740002,15.85,25.33,10.9,12.52,26.18,120.160004,25.42
17-01-19,241.669998,65.650002,46.099998,15.9,25.42,10.88,12.5,26.309999,120.190002,25.4
18-01-19,244.919998,66.5,46.689999,16.040001,25.57,10.86,12.49,26.389999,119.559998,25.41
22-01-19,241.660004,65.540001,46.02,15.85,25.209999,10.88,12.49,26.309999,120.370003,25.4
23-01-19,242.020004,65.639999,46.09,15.9,25.379999,10.88,12.49,26.309999,120.32,25.43
24-01-19,242.259995,65.800003,46.200001,15.94,25.559999,10.9,12.5,26.41,121.110001,25.42
25-01-19,244.320007,66.410004,46.630001,16.139999,25.809999,10.88,12.48,26.74,120.529999,25.42
28-01-19,242.429993,65.93,46.299999,16.040001,25.610001,10.88,12.47,26.99,120.410004,25.42
29-01-19,242.130005,65.839996,46.23,16.09,25.65,10.9,12.5,27.209999,121.019997,25.440001
30-01-19,245.960007,66.82,46.919998,16.27,26,10.93,12.58,27.43,120.93,25.43
31-01-19,248.009995,67.410004,47.330002,16.32,26.25,10.96,12.65,27.690001,121.970001,25.440001
01-02-19,248.220001,67.519997,47.41,16.290001,26.219999,10.92,12.61,27.51,120.959999,25.379999
04-02-19,249.990005,67.989998,47.75,16.33,26.219999,10.9,12.58,27.73,120.419998,25.379999
05-02-19,251.100006,68.300003,47.970001,16.459999,26.4,10.92,12.6,27.889999,120.970001,25.379999
06-02-19,250.789993,68.160004,47.869999,16.379999,26.23,10.92,12.59,27.700001,121.029999,25.379999
07-02-19,248.330002,67.559998,47.450001,16.18,25.99,10.94,12.6,27.940001,121.830002,25.4
08-02-19,248.649994,67.639999,47.5,16.110001,25.959999,10.95,12.61,27.950001,122.349998,25.4
11-02-19,248.779999,67.739998,47.57,16.08,25.870001,10.94,12.58,28.02,121.870003,25.4
12-02-19,252,68.610001,48.18,16.26,26.09,10.93,12.58,27.84,121.559998,25.4
13-02-19,252.759995,68.82,48.330002,16.25,25.959999,10.91,12.58,27.99,121.099998,25.389999
14-02-19,252.199997,68.699997,48.240002,16.26,25.950001,10.94,12.62,28.08,121.790001,25.4
15-02-19,254.979996,69.459999,48.779999,16.4,25.91,10.93,12.62,28.26,121.980003,25.4
19-02-19,255.419998,69.580002,48.860001,16.48,26.030001,10.95,12.65,28.25,122.290001,25.389999
20-02-19,256.01001,69.709999,48.959999,16.57,26.23,10.94,12.66,28.08,121.940002,25.389999
21-02-19,255.080002,69.470001,48.779999,16.52,26.209999,10.92,12.63,28.1,120.849998,25.389999
22-02-19,256.609985,69.949997,49.119999,16.620001,26.540001,10.94,12.67,28.280001,121.57,25.389999
25-02-19,256.98999,70.040001,49.189999,16.690001,26.790001,10.94,12.66,28.059999,121.209999,25.4
26-02-19,256.799988,69.93,49.110001,16.74,26.77,10.95,12.68,27.959999,121.809998,25.42
27-02-19,256.670013,69.959999,49.130001,16.68,26.639999,10.93,12.64,27.82,120.43,25.41
28-02-19,256.070007,69.769997,49,16.6,26.42,10.91,12.63,27.889999,120.019997,25.389999
01-03-19,257.829987,70.25,49.34,16.66,26.459999,10.89,12.59,27.809999,118.660004,25.389999
04-03-19,256.839996,69.919998,49.110001,16.639999,26.51,10.91,12.62,27.940001,119.589996,25.41
05-03-19,256.540009,69.82,49.029999,16.67,26.719999,10.91,12.61,28.02,119.839996,25.389999
06-03-19,254.899994,69.260002,48.639999,16.610001,26.639999,10.93,12.63,27.879999,120.279999,25.389999
07-03-19,252.850006,68.720001,48.259998,16.42,26.32,10.95,12.66,27.83,121.059998,25.41
08-03-19,252.339996,68.589996,48.16,16.35,26.09,10.96,12.67,27.860001,121.57,25.389999
11-03-19,256.019989,69.610001,48.880001,16.52,26.540001,10.96,12.67,28.27,121.209999,25.42
12-03-19,256.929993,69.800003,49.02,16.559999,26.65,10.98,12.7,28.389999,122.059998,25.42
13-03-19,258.679993,70.269997,49.349998,16.66,26.700001,10.97,12.71,28.52,121.830002,25.42
14-03-19,258.589996,70.209999,49.310001,16.620001,26.559999,10.97,12.71,28.58,120.949997,25.4
15-03-19,259.850006,70.529999,49.529999,16.780001,26.83,10.99,12.75,28.48,121.75,25.4
18-03-19,260.779999,70.809998,49.73,16.889999,27.16,10.98,12.75,28.34,121.68,25.4
19-03-19,260.859985,70.75,49.689999,16.9,27.139999,10.97,12.74,28.25,121.410004,25.4
20-03-19,259.929993,70.5,49.509998,16.91,27.16,11.02,12.82,28.34,122.68,25.43
21-03-19,261.429993,71.309998,50.080002,16.91,27.219999,11.02,12.82,28.84,122.949997,25.440001
22-03-19,256.459991,69.470001,49.029999,16.559999,26.58,11.07,12.86,28.639999,124.860001,25.41
25-03-19,256.230011,69.440002,49.009998,16.530001,26.559999,11.09,12.85,28.66,125.059998,25.42
26-03-19,258.079987,69.970001,49.380001,16.639999,26.629999,11.09,12.83,28.9,124.970001,25.440001
27-03-19,256.880005,69.639999,49.150002,16.59,26.42,11.11,12.84,28.629999,126.120003,25.440001
28-03-19,257.880005,69.959999,49.380001,16.58,26.57,11.1,12.85,28.91,126.559998,25.450001
29-03-19,259.540009,70.410004,49.700001,16.67,26.879999,11.08,12.86,28.860001,126.440002,25.450001
01-04-19,262.529999,71.220001,50.27,16.870001,27.25,11.04,12.82,28.860001,124.370003,25.4
02-04-19,262.619995,71.209999,50.27,16.889999,27.23,11.05,12.83,29.040001,124.599998,25.41
03-04-19,263.109985,71.4,50.4,17.01,27.35,11.03,12.8,29.030001,123.519997,25.42
04-04-19,263.73999,71.54,50.5,17.01,27.459999,11.04,12.81,28.98,123.870003,25.41
05-04-19,265.01001,71.91,50.77,17.040001,27.620001,11.04,12.81,29.18,124.029999,25.41
08-04-19,265.23999,71.97,50.81,17.07,27.67,11.03,12.81,29.02,123.589996,25.42
