Date,VOO,VTSMX,SWTSX,VGTSX,VEIEX,VFITX,VIPSX,VGSIX,TLT,IBMH
02-01-14,167.630005,46.259998,33.369999,16.51,25.43,11.14,13.03,21.43,102.169998,25.13
03-01-14,167.479996,46.279999,33.380001,16.5,25.26,11.13,13.03,21.59,102.169998,25.13
06-01-14,167.059998,46.130001,33.279999,16.48,25.049999,11.15,13.06,21.690001,102.599998,25.13
07-01-14,168.100006,46.439999,33.5,16.530001,25.08,11.16,13.07,21.76,102.860001,25.13
08-01-14,168.169998,46.459999,33.509998,16.52,25.02,11.12,13.06,21.68,102.580002,25.13
09-01-14,168.270004,46.48,33.52,16.5,24.85,11.13,13.11,21.68,103.18,25.13
10-01-14,168.660004,46.630001,33.619999,16.629999,25.08,11.2,13.17,21.959999,104.410004,25.13
13-01-14,166.520004,46.029999,33.200001,16.549999,25.030001,11.22,13.18,21.82,104.93,25.13
14-01-14,168.25,46.560001,33.57,16.639999,25.26,11.19,13.13,21.99,104.449997,25.13
15-01-14,169.199997,46.799999,33.75,16.690001,25.280001,11.17,13.13,22.120001,104.339996,25.13
16-01-14,168.940002,46.759998,33.709999,16.68,25.190001,11.2,13.14,22.18,105.040001,25.13
17-01-14,168.210007,46.580002,33.59,16.629999,25.059999,11.2,13.17,22.07,105.480003,25.13
21-01-14,168.740005,46.73,33.689999,16.690001,25.040001,11.19,13.15,22.26,105.559998,25.13
22-01-14,168.839996,46.799999,33.75,16.700001,25.200001,11.17,13.12,22.34,105.300003,25.13
23-01-14,167.479996,46.400002,33.459999,16.58,24.83,11.22,13.18,22.27,106.790001,25.13
24-01-14,163.880005,45.389999,32.73,16.190001,24.309999,11.25,13.21,21.99,107.480003,25.13
27-01-14,163.080002,45.119999,32.529999,16.049999,23.99,11.23,13.17,21.82,106.730003,25.13
28-01-14,164.089996,45.43,32.759998,16.18,24.139999,11.24,13.19,22.030001,106.989998,25.13
29-01-14,162.380005,44.959999,32.419998,16.059999,23.91,11.27,13.23,21.9,107.870003,25.13
30-01-14,164.199997,45.5,32.799999,16.110001,24.09,11.26,13.23,22.24,107.559998,25.13
31-01-14,163.179993,45.220001,32.599998,15.95,23.98,11.29,13.26,22.370001,108.279999,25.13
03-02-14,159.610001,44.119999,31.809999,15.69,23.540001,11.33,13.33,21.98,109.32,25.13
04-02-14,160.690002,44.48,32.060001,15.74,23.76,11.31,13.28,22.25,108.160004,25.13
05-02-14,160.419998,44.369999,31.99,15.77,23.65,11.29,13.23,22.209999,107.160004,25.13
06-02-14,162.570007,44.93,32.389999,16.030001,24.07,11.27,13.22,22.4,106.699997,25.13
07-02-14,164.669998,45.52,32.810001,16.219999,24.27,11.3,13.26,22.57,106.790001,25.129999
10-02-14,164.929993,45.599998,32.869999,16.17,24.09,11.3,13.28,22.77,107.089996,25.129999
11-02-14,166.75,46.09,33.220001,16.389999,24.450001,11.26,13.23,22.879999,106.470001,25.18
12-02-14,166.899994,46.130001,33.259998,16.440001,24.5,11.25,13.2,22.860001,105.919998,25.16
13-02-14,167.720001,46.450001,33.48,16.469999,24.48,11.28,13.24,22.959999,106.519997,25.139999
14-02-14,168.610001,46.66,33.630001,16.559999,24.719999,11.27,13.22,23.049999,106.580002,25.17
18-02-14,168.860001,46.790001,33.73,16.65,24.68,11.29,13.24,23.15,106.82,25.17
19-02-14,167.699997,46.470001,33.5,16.58,24.58,11.28,13.21,23.17,106.370003,25.18
20-02-14,168.649994,46.790001,33.73,16.620001,24.610001,11.26,13.18,23.120001,106.110001,25.18
21-02-14,168.570007,46.740002,33.689999,16.65,24.67,11.27,13.2,23.16,106.669998,25.200001
24-02-14,169.369995,47.040001,33.91,16.76,24.719999,11.26,13.2,23.209999,106.400002,25.200001
25-02-14,169.309998,46.990002,33.869999,16.73,24.530001,11.28,13.25,23.290001,107.349998,25.23
26-02-14,169.309998,47.040001,33.91,16.67,24.459999,11.31,13.28,23.33,107.919998,25.27
27-02-14,170.25,47.279999,34.080002,16.74,24.799999,11.31,13.3,23.290001,108.510002,25.280001
28-02-14,170.630005,47.360001,34.139999,16.809999,24.799999,11.3,13.3,23.48,108.57,25.35
03-03-14,169.460007,47.029999,33.900002,16.48,24.309999,11.33,13.36,23.5,109.029999,25.360001
04-03-14,171.880005,47.799999,34.450001,16.77,24.68,11.29,13.28,23.85,107.389999,25.389999
05-03-14,171.910004,47.790001,34.450001,16.76,24.68,11.29,13.3,23.799999,107.620003,25.379999
06-03-14,172.460007,47.849998,34.5,16.92,24.93,11.26,13.27,23.610001,106.559998,25.33
07-03-14,172.419998,47.869999,34.509998,16.82,24.82,11.23,13.24,23.370001,105.889999,25.25
10-03-14,172.449997,47.82,34.470001,16.719999,24.58,11.24,13.25,23.23,106.040001,25.25
11-03-14,171.5,47.549999,34.27,16.639999,24.43,11.24,13.25,23.379999,106.32,25.209999
12-03-14,171.619995,47.599998,34.310001,16.57,24.360001,11.26,13.27,23.440001,107.059998,25.25
13-03-14,169.720001,47.040001,33.91,16.35,24.08,11.3,13.33,23.34,108.5,25.23
14-03-14,169.229996,46.959999,33.91,16.299999,24.139999,11.3,13.33,23.4,108.519997,25.299999
17-03-14,170.75,47.389999,34.16,16.469999,24.360001,11.27,13.3,23.440001,107.709999,25.280001
18-03-14,171.960007,47.77,34.43,16.58,24.639999,11.29,13.32,23.530001,108.099998,25.290001
19-03-14,171.020004,47.470001,34.220001,16.389999,24.4,11.21,13.2,23.07,107.260002,25.120001
20-03-14,171.990005,47.720001,34.400002,16.35,24.4,11.2,13.17,23.110001,107.07,25.209999
21-03-14,171.419998,47.57,34.290001,16.33,24.360001,11.21,13.21,23.34,108.230003,25.049999
24-03-14,169.919998,47.080002,34.080002,16.26,24.59,11.2,13.23,23.040001,109,24.93
25-03-14,170.75,47.25,34.200001,16.41,24.860001,11.2,13.22,23.25,108.589996,24.92
26-03-14,169.490005,46.84,33.91,16.42,24.9,11.23,13.27,22.969999,109.440002,24.98
27-03-14,169.149994,46.759998,33.849998,16.52,25.15,11.23,13.28,23.120001,109.989998,24.98
28-03-14,169.899994,46.959999,34,16.65,25.459999,11.21,13.23,23.27,109.370003,25.01
31-03-14,171.350006,47.41,34.32,16.76,25.700001,11.19,13.23,23.450001,109.099998,25.040001
01-04-14,172.5,47.799999,34.599998,16.870001,25.889999,11.17,13.2,23.549999,107.889999,25.02
02-04-14,173.089996,47.939999,34.709999,16.889999,25.959999,11.14,13.16,23.59,107.269997,25.02
03-04-14,172.820007,47.82,34.619999,16.84,25.799999,11.14,13.18,23.530001,107.739998,24.99
04-04-14,170.740005,47.150002,34.139999,16.799999,25.700001,11.19,13.23,23.610001,108.459999,25.040001
07-04-14,168.899994,46.59,33.73,16.74,25.889999,11.21,13.26,23.700001,109.110001,25.09
08-04-14,169.600006,46.810001,33.900002,16.790001,26.09,11.22,13.26,23.83,109.370003,25.09
09-04-14,171.429993,47.349998,34.279999,16.99,26.360001,11.23,13.27,23.77,108.830002,25.110001
10-04-14,167.770004,46.32,33.540001,16.73,26.139999,11.26,13.32,23.549999,109.839996,25.17
11-04-14,166.259995,45.84,33.200001,16.620001,26.059999,11.27,13.35,23.4,110.730003,25.200001
14-04-14,167.600006,46.18,33.439999,16.700001,26.15,11.25,13.33,23.540001,110.440002,25.110001
15-04-14,168.759995,46.470001,33.66,16.610001,25.84,11.25,13.36,23.82,111.129997,25.110001
16-04-14,170.539993,46.98,34.02,16.77,25.91,11.23,13.37,23.99,111.269997,25.219999
17-04-14,170.740005,47.07,34.09,16.84,26.16,11.19,13.33,23.889999,110.050003,25.24
21-04-14,171.369995,47.25,34.220001,16.85,26.16,11.19,13.35,23.99,109.959999,25.34
22-04-14,172.119995,47.509998,34.400002,16.93,26.09,11.19,13.36,24.040001,110.330002,25.26
23-04-14,171.710007,47.380001,34.310001,16.870001,25.93,11.2,13.39,23.93,110.959999,25.23
24-04-14,172.089996,47.419998,34.34,16.889999,25.950001,11.2,13.4,24.040001,111.169998,25.24
25-04-14,170.710007,46.959999,34.009998,16.77,25.629999,11.21,13.4,23.93,111.330002,25.23
28-04-14,171.229996,47.029999,34.07,16.83,25.73,11.2,13.37,24.129999,110.790001,25.17
29-04-14,172.050003,47.27,34.240002,16.93,25.870001,11.2,13.37,24.139999,110.639999,25.209999
30-04-14,172.589996,47.439999,34.360001,16.98,25.83,11.23,13.41,24.24,111.099998,25.219999
01-05-14,172.600006,47.459999,34.369999,17.01,25.84,11.25,13.46,24.33,112.019997,25.17
02-05-14,172.320007,47.43,34.349998,17.02,25.99,11.25,13.48,24.33,112.709999,25.110001
05-05-14,172.679993,47.5,34.400002,17,25.959999,11.24,13.46,24.379999,112.029999,25.17
06-05-14,171.179993,47.040001,34.080002,17,26.02,11.24,13.46,24.290001,112.480003,25.18
07-05-14,172.190002,47.279999,34.25,17.02,26.18,11.26,13.46,24.59,112.080002,25.209999
08-05-14,171.979996,47.16,34.169998,17.02,26.16,11.27,13.48,24.639999,111.599998,25.23
09-05-14,172.279999,47.27,34.25,17,26.23,11.27,13.47,24.65,111.239998,25.23
12-05-14,173.910004,47.799999,34.630001,17.110001,26.5,11.25,13.44,24.74,110.790001,25.26
13-05-14,174.070007,47.77,34.610001,17.129999,26.57,11.27,13.47,24.559999,111.75,25.23
14-05-14,173.229996,47.509998,34.419998,17.15,26.77,11.3,13.55,24.58,112.959999,25.290001
15-05-14,171.669998,47.09,34.110001,17.07,26.610001,11.32,13.61,24.549999,113.860001,25.309999
16-05-14,172.339996,47.27,34.25,17.1,26.85,11.31,13.59,24.780001,113.540001,25.32
19-05-14,172.929993,47.5,34.41,17.08,26.959999,11.31,13.56,24.690001,112.699997,25.290001
20-05-14,171.789993,47.139999,34.150002,16.98,26.67,11.33,13.58,24.610001,112.949997,25.309999
21-05-14,173.279999,47.509998,34.419998,17.120001,26.9,11.32,13.57,24.459999,112.260002,25.32
22-05-14,173.75,47.669998,34.529999,17.16,27.08,11.31,13.6,24.41,112.099998,25.43
23-05-14,174.470001,47.91,34.709999,17.219999,27.190001,11.32,13.61,24.620001,112.699997,25.27
27-05-14,175.5,48.23,34.939999,17.280001,26.93,11.32,13.64,24.799999,113.360001,25.290001
28-05-14,175.320007,48.169998,34.889999,17.25,27.01,11.35,13.71,24.629999,114.760002,25.32
29-05-14,176.320007,48.43,35.07,17.33,27.059999,11.34,13.71,24.690001,114.150002,25.309999
30-05-14,176.550003,48.470001,35.099998,17.299999,26.790001,11.33,13.67,24.809999,114.099998,25.360001
02-06-14,176.789993,48.5,35.130001,17.34,26.870001,11.3,13.62,24.879999,112.959999,25.280001
03-06-14,176.679993,48.48,35.110001,17.33,27,11.27,13.54,24.870001,111.57,25.26
04-06-14,177,48.610001,35.200001,17.33,26.9,11.27,13.52,24.92,111.540001,25.25
05-06-14,178.199997,48.990002,35.48,17.440001,27.110001,11.28,13.54,25.370001,111.589996,25.24
06-06-14,179.050003,49.240002,35.66,17.530001,27.35,11.27,13.54,25.27,111.589996,25.24
09-06-14,179.229996,49.32,35.73,17.52,27.49,11.26,13.54,24.950001,111.43,25.209999
10-06-14,179.270004,49.290001,35.700001,17.540001,27.68,11.24,13.52,24.77,111.019997,25.17
11-06-14,178.690002,49.130001,35.580002,17.48,27.59,11.25,13.53,24.709999,111.220001,25.190001
12-06-14,177.360001,48.799999,35.34,17.49,27.530001,11.27,13.57,24.65,112.209999,25.23
13-06-14,177.919998,48.950001,35.450001,17.5,27.559999,11.26,13.55,24.709999,112.150002,25.24
16-06-14,178.070007,49,35.490002,17.469999,27.450001,11.25,13.56,24.59,112.43,25.209999
17-06-14,178.539993,49.16,35.599998,17.459999,27.379999,11.22,13.54,24.65,111.540001,25.139999
18-06-14,179.869995,49.52,35.860001,17.59,27.610001,11.26,13.61,24.83,112.400002,25.23
19-06-14,180.089996,49.59,35.91,17.65,27.57,11.25,13.59,25.02,110.959999,25.200001
20-06-14,180.449997,49.689999,35.98,17.629999,27.52,11.25,13.52,25.110001,111.800003,25.200001
23-06-14,179.559998,49.490002,35.970001,17.4,27.18,11.24,13.51,24.799999,111.449997,25.200001
24-06-14,178.5,49.139999,35.720001,17.32,27.17,11.27,13.58,24.790001,112.580002,25.25
25-06-14,179.259995,49.400002,35.91,17.309999,27.200001,11.28,13.58,24.76,112.870003,25.299999
26-06-14,179.169998,49.360001,35.869999,17.35,27.280001,11.29,13.61,24.73,113.410004,25.309999
27-06-14,179.479996,49.48,35.970001,17.379999,27.290001,11.3,13.6,24.91,113.239998,25.309999
30-06-14,179.429993,49.509998,35.990002,17.41,27.34,11.3,13.61,24.870001,113.519997,25.32
01-07-14,180.690002,49.869999,36.25,17.540001,27.469999,11.28,13.56,24.99,112.279999,25.299999
02-07-14,180.820007,49.849998,36.240002,17.57,27.629999,11.25,13.51,24.93,111.080002,25.290001
03-07-14,181.729996,50.119999,36.439999,17.639999,27.77,11.23,13.5,24.82,110.68,25.290001
07-07-14,181.139999,49.830002,36.23,17.52,27.809999,11.24,13.53,24.870001,111.489998,25.25
08-07-14,179.970001,49.459999,35.959999,17.4,27.799999,11.27,13.58,24.950001,112.739998,25.25
09-07-14,180.720001,49.669998,36.119999,17.43,27.809999,11.27,13.61,24.98,112.830002,25.120001
10-07-14,180.029999,49.450001,35.950001,17.280001,27.809999,11.29,13.63,25.08,112.860001,25.139999
11-07-14,180.270004,49.5,35.990002,17.290001,27.77,11.3,13.65,25.08,113.580002,25.190001
14-07-14,181.160004,49.740002,36.169998,17.4,27.950001,11.28,13.62,25.209999,113.089996,25.190001
15-07-14,180.850006,49.59,36.060001,17.34,28,11.27,13.59,25.23,112.860001,25.190001
16-07-14,181.539993,49.759998,36.18,17.459999,28.059999,11.27,13.59,25.309999,113.459999,25.23
17-07-14,179.410004,49.16,35.75,17.280001,27.690001,11.31,13.67,25.17,114.889999,25.290001
18-07-14,181.300003,49.700001,36.139999,17.4,28.02,11.29,13.64,25.42,114.519997,25.26
21-07-14,180.910004,49.580002,36.049999,17.34,27.98,11.29,13.67,25.32,115.089996,25.299999
22-07-14,181.720001,49.84,36.240002,17.459999,28.290001,11.3,13.66,25.42,115.330002,25.290001
23-07-14,182.149994,49.939999,36.299999,17.5,28.370001,11.3,13.65,25.459999,115.18,25.34
24-07-14,182.149994,49.959999,36.32,17.52,28.459999,11.27,13.63,25.469999,114.32,25.32
25-07-14,181.279999,49.689999,36.119999,17.450001,28.34,11.29,13.69,25.26,115.669998,25.33
28-07-14,181.360001,49.68,36.110001,17.469999,28.4,11.28,13.67,25.43,115.510002,25.33
29-07-14,180.589996,49.490002,35.970001,17.42,28.26,11.28,13.69,25.299999,115.93,25.379999
30-07-14,180.589996,49.529999,36,17.41,28.23,11.24,13.61,25.26,114.32,25.280001
31-07-14,176.960007,48.529999,35.279999,17.129999,27.74,11.24,13.61,24.879999,113.980003,25.32
01-08-14,176.529999,48.389999,35.18,17.049999,27.73,11.29,13.66,24.83,114.559998,25.34
04-08-14,177.770004,48.740002,35.43,17.139999,28.09,11.3,13.64,24.99,114.260002,25.309999
05-08-14,175.970001,48.32,35.119999,16.950001,27.74,11.29,13.65,24.74,114.629997,25.299999
06-08-14,176.080002,48.330002,35.139999,16.91,27.709999,11.3,13.65,24.73,114.699997,25.360001
07-08-14,175.130005,48.09,34.959999,16.780001,27.440001,11.33,13.71,24.74,115.769997,25.34
08-08-14,177.160004,48.619999,35.349998,16.84,27.65,11.32,13.69,24.889999,115.519997,25.379999
11-08-14,177.660004,48.810001,35.48,16.940001,27.959999,11.32,13.7,25.049999,115.510002,25.4
12-08-14,177.449997,48.689999,35.400002,16.950001,27.969999,11.31,13.66,24.99,114.760002,25.469999
13-08-14,178.699997,49.049999,35.650002,17.030001,28.15,11.33,13.7,25.360001,115.510002,25.450001
14-08-14,179.479996,49.25,35.810001,17.1,28.209999,11.34,13.71,25.34,116.440002,25.469999
15-08-14,179.429993,49.259998,35.810001,17.110001,28.26,11.36,13.74,25.299999,117.709999,25.51
18-08-14,180.919998,49.709999,36.139999,17.200001,28.41,11.34,13.69,25.559999,116.540001,25.48
19-08-14,181.880005,49.959999,36.32,17.26,28.58,11.34,13.66,25.629999,116.18,25.469999
20-08-14,182.380005,50.060001,36.389999,17.209999,28.6,11.31,13.63,25.73,115.989998,25.4
21-08-14,182.899994,50.200001,36.490002,17.27,28.58,11.32,13.66,25.700001,116.639999,25.49
22-08-14,182.610001,50.130001,36.439999,17.209999,28.57,11.31,13.65,25.5,117.290001,25.469999
25-08-14,183.559998,50.360001,36.599998,17.290001,28.639999,11.31,13.66,25.43,117.730003,25.459999
26-08-14,183.710007,50.450001,36.669998,17.33,28.74,11.31,13.65,25.469999,117.349998,25.52
27-08-14,183.679993,50.450001,36.669998,17.4,28.92,11.33,13.68,25.51,118.349998,25.48
28-08-14,183.539993,50.360001,36.610001,17.309999,28.719999,11.34,13.7,25.48,118.970001,25.52
29-08-14,183.990005,50.560001,36.75,17.309999,28.73,11.34,13.68,25.620001,119.050003,25.549999
02-09-14,183.940002,50.580002,36.759998,17.309999,28.84,11.3,13.62,25.639999,116.730003,25.5
03-09-14,183.860001,50.509998,36.709999,17.450001,29.25,11.31,13.65,25.68,117.379997,25.5
04-09-14,183.559998,50.41,36.639999,17.370001,29.16,11.29,13.59,25.59,115.949997,25.49
05-09-14,184.440002,50.650002,36.810001,17.389999,29.25,11.29,13.58,25.870001,115.730003,25.450001
08-09-14,183.970001,50.540001,36.73,17.219999,29.059999,11.28,13.54,25.84,115.779999,25.459999
09-09-14,182.779999,50.18,36.470001,17.16,28.790001,11.26,13.5,25.690001,115.690002,25.450001
10-09-14,183.5,50.369999,36.599998,17.17,28.57,11.24,13.45,25.290001,114.959999,25.440001
11-09-14,183.669998,50.459999,36.669998,17.09,28.43,11.24,13.46,25.309999,114.580002,25.379999
12-09-14,182.580002,50.130001,36.43,17.030001,28.110001,11.21,13.41,24.51,113.379997,25.379999
15-09-14,182.460007,50,36.34,17.01,28.02,11.23,13.42,24.41,113.550003,25.4
16-09-14,183.820007,50.360001,36.599998,17.049999,28.09,11.23,13.41,24.65,113.089996,25.41
17-09-14,184.080002,50.43,36.650002,16.959999,28.09,11.21,13.32,24.65,112.800003,25.360001
18-09-14,185.039993,50.66,36.82,17.07,28.1,11.2,13.29,24.42,113.160004,25.42
19-09-14,184.860001,50.580002,36.759998,16.98,27.940001,11.22,13.33,24.459999,114.599998,25.41
22-09-14,182.559998,50.099998,36.41,16.870001,27.559999,11.24,13.32,24.27,114.739998,25.42
23-09-14,181.529999,49.580002,36.18,16.65,27.09,11.25,13.37,23.860001,115.449997,25.42
24-09-14,182.990005,49.959999,36.459999,16.74,27.33,11.23,13.35,23.809999,114.809998,25.41
25-09-14,180.050003,49.169998,35.889999,16.49,26.77,11.26,13.4,23.700001,116.169998,25.469999
26-09-14,181.5,49.599998,36.200001,16.57,26.99,11.24,13.34,24.02,116,25.42
29-09-14,181.139999,49.48,36.110001,16.41,26.49,11.26,13.35,24.01,116.93,25.450001
30-09-14,180.589996,49.27,35.959999,16.360001,26.41,11.25,13.34,23.870001,116.269997,25.43
01-10-14,178.220001,48.610001,35.48,16.18,26.110001,11.31,13.44,23.889999,118.230003,25.42
02-10-14,178.210007,48.66,35.509998,16.049999,26.1,11.29,13.4,23.860001,117.199997,25.459999
03-10-14,180.199997,49.189999,35.900002,16.07,26.42,11.28,13.37,24,117.699997,25.389999
06-10-14,179.979996,49.07,35.810001,16.18,26.75,11.3,13.39,24.059999,117.769997,25.43
07-10-14,177.220001,48.32,35.27,16,26.65,11.34,13.44,23.870001,119.360001,25.459999
08-10-14,180.320007,49.150002,35.869999,16.16,26.780001,11.38,13.52,24.4,119.389999,25.459999
09-10-14,176.679993,48.110001,35.119999,15.83,26.6,11.37,13.5,24.379999,118.870003,25.49
10-10-14,174.699997,47.509998,34.68,15.57,26.059999,11.39,13.53,24.4,120.050003,25.459999
13-10-14,171.830002,46.75,34.130001,15.56,26.23,11.42,13.56,24.42,120.779999,25.530001
14-10-14,172.110001,46.889999,34.240002,15.57,26.32,11.44,13.57,24.82,121.57,25.58
15-10-14,170.830002,46.630001,34.049999,15.45,25.98,11.5,13.59,24.709999,122.529999,25.700001
16-10-14,170.720001,46.740002,34.130001,15.37,25.76,11.47,13.57,24.77,121.75,25.610001
17-10-14,172.830002,47.27,34.509998,15.58,26.049999,11.45,13.57,24.809999,121.07,25.549999
20-10-14,174.529999,47.720001,34.84,15.68,26.059999,11.46,13.56,25.18,121.510002,25.5
21-10-14,177.919998,48.669998,35.529999,15.84,26.16,11.45,13.53,25.42,120.540001,25.51
22-10-14,176.710007,48.27,35.240002,15.75,26.030001,11.44,13.53,25.41,120.669998,25.530001
23-10-14,178.740005,48.889999,35.689999,15.87,26.059999,11.41,13.48,25.620001,119.599998,25.48
24-10-14,180.080002,49.209999,35.93,15.92,26.15,11.41,13.48,25.6,119.720001,25.5
27-10-14,179.850006,49.130001,35.869999,15.84,25.889999,11.42,13.48,25.780001,119.940002,25.540001
28-10-14,181.919998,49.790001,36.360001,16.059999,26.450001,11.4,13.46,25.889999,119.190002,25.469999
29-10-14,181.710007,49.700001,36.290001,16.01,26.49,11.36,13.45,25.76,119.459999,25.43
30-10-14,182.860001,50.009998,36.509998,16.09,26.76,11.37,13.44,25.91,119.559998,25.5
31-10-14,184.929993,50.619999,36.959999,16.309999,27.02,11.36,13.44,26.24,119.25,25.48
03-11-14,185.039993,50.619999,36.950001,16.18,26.860001,11.35,13.43,26.450001,118.959999,25.450001
04-11-14,184.380005,50.439999,36.830002,16.08,26.83,11.35,13.43,26.5,119.330002,25.43
05-11-14,185.589996,50.700001,37.009998,16.110001,26.65,11.35,13.45,26.450001,119.160004,25.41
06-11-14,186.339996,50.93,37.18,16,26.34,11.33,13.43,26.24,118.389999,25.4
07-11-14,186.5,50.959999,37.209999,16.01,26.33,11.38,13.5,26.200001,119.75,25.42
10-11-14,187.059998,51.119999,37.330002,16.1,26.49,11.35,13.45,26.43,118.650002,25.379999
11-11-14,187.240005,51.16,37.349998,16.17,26.469999,11.34,13.45,26.309999,118.730003,25.42
12-11-14,187.089996,51.169998,37.369999,16.08,26.48,11.34,13.43,26.129999,118.629997,25.440001
13-11-14,187.259995,51.150002,37.349998,16.1,26.4,11.36,13.42,26.27,118.910004,25.440001
14-11-14,187.330002,51.16,37.360001,16.16,26.51,11.37,13.45,26.059999,119.489998,25.450001
17-11-14,187.429993,51.150002,37.349998,16.08,26.27,11.36,13.41,26.16,119.190002,25.34
18-11-14,188.509995,51.43,37.549999,16.219999,26.379999,11.37,13.42,26.27,119.519997,25.440001
19-11-14,188.169998,51.310001,37.459999,16.18,26.41,11.35,13.36,26.049999,118.760002,25.41
20-11-14,188.509995,51.470001,37.580002,16.139999,26.459999,11.36,13.4,26.139999,119.379997,25.459999
21-11-14,189.570007,51.73,37.77,16.299999,26.940001,11.37,13.44,26.309999,120.099998,25.48
24-11-14,190.059998,51.93,37.919998,16.35,27,11.38,13.45,26.379999,120.199997,25.459999
25-11-14,190,51.889999,37.880001,16.370001,26.92,11.4,13.47,26.42,121.199997,25.450001
26-11-14,190.440002,52.040001,37.990002,16.43,27.08,11.41,13.47,26.690001,121.529999,25.459999
28-11-14,190.029999,51.84,37.849998,16.27,26.75,11.44,13.48,26.76,122.489998,25.51
01-12-14,188.729996,51.41,37.529999,16.190001,26.24,11.43,13.46,26.709999,121.5,25.450001
02-12-14,189.919998,51.740002,37.779999,16.209999,26.219999,11.39,13.38,26.860001,120.32,25.469999
03-12-14,190.649994,51.990002,37.959999,16.219999,26.280001,11.38,13.39,26.83,120.790001,25.459999
04-12-14,190.460007,51.919998,37.91,16.17,26.26,11.4,13.42,26.9,121.800003,25.440001
05-12-14,190.800003,52.029999,37.990002,16.18,26.219999,11.35,13.34,26.77,121.089996,25.4
08-12-14,189.5,51.630001,37.689999,16.02,25.879999,11.36,13.35,26.92,122.57,25.42
09-12-14,189.350006,51.700001,37.740002,15.94,25.6,11.39,13.4,27.049999,123.199997,25.459999
10-12-14,186.380005,50.82,37.099998,15.75,25.309999,11.42,13.43,27.02,124.099998,25.5
11-12-14,187.25,51.060001,37.27,15.7,25.1,11.4,13.41,27.07,124.610001,25.41
12-12-14,184.210007,50.27,36.689999,15.46,24.76,11.46,13.43,26.84,126.300003,25.49
15-12-14,182.929993,49.919998,36.450001,15.21,24.290001,11.42,13.39,26.5,126.040001,25.41
16-12-14,181.520004,49.540001,35.34,15.29,24.02,11.46,13.47,26.450001,127.599998,25.43
17-12-14,185.179993,50.610001,36.099998,15.43,24.450001,11.39,13.39,27.07,126.449997,25.450001
18-12-14,188.550003,51.77,36.93,15.72,25.01,11.36,13.3,27.26,124.199997,25.450001
19-12-14,189.419998,51.75,37.099998,15.61,25,11.37,13.37,26.889999,125.870003,25.379999
22-12-14,190.259995,51.950001,37.240002,15.7,25.299999,11.37,13.39,27.34,126.040001,25.389999
23-12-14,190.550003,52.040001,37.310001,15.66,25.18,11.32,13.29,27.25,123.540001,25.35
24-12-14,190.529999,52.060001,37.330002,15.68,25.16,11.32,13.28,27.139999,123.949997,25.35
26-12-14,191.149994,52.259998,37.459999,15.73,25.23,11.32,13.11,27.24,124.410004,25.34
29-12-14,191.419998,52.330002,37.52,15.71,25.35,11.35,13.12,27.379999,125.339996,25.32
30-12-14,190.380005,52.09,37.34,15.6,25.309999,11.36,13.12,27.360001,125.68,25.33
31-12-14,188.399994,51.580002,36.98,15.55,25.32,11.37,13.18,26.92,125.919998,25.4
02-01-15,188.399994,51.549999,36.959999,15.5,25.24,11.4,13.24,27.309999,127.32,25.370001
05-01-15,185.089996,50.639999,36.299999,15.19,24.84,11.43,13.26,27.459999,129.320007,25.389999
06-01-15,183.270004,50.150002,35.950001,15.04,24.700001,11.48,13.27,27.75,131.649994,25.450001
07-01-15,185.559998,50.75,36.380001,15.16,25.129999,11.48,13.27,28.17,131.389999,25.43
08-01-15,188.820007,51.639999,37.02,15.4,25.6,11.46,13.25,28.26,129.649994,25.450001
09-01-15,187.229996,51.220001,36.720001,15.32,25.440001,11.5,13.29,28.280001,131.070007,25.450001
12-01-15,185.839996,50.830002,36.439999,15.28,25.23,11.52,13.28,28.5,131.820007,25.51
13-01-15,185.350006,50.73,36.369999,15.34,25.360001,11.53,13.25,28.450001,131.820007,25.540001
14-01-15,184.259995,50.450001,36.169998,15.29,25.32,11.57,13.33,28.68,132.820007,25.6
15-01-15,182.539993,49.939999,35.799999,15.38,25.4,11.63,13.45,28.76,134.910004,25.67
16-01-15,184.800003,50.619999,36.290001,15.51,25.620001,11.57,13.37,29.01,133.190002,25.610001
20-01-15,185.259995,50.66,36.32,15.54,25.51,11.58,13.4,28.790001,134.960007,25.629999
21-01-15,186.229996,50.889999,36.48,15.67,25.99,11.55,13.34,28.76,133.399994,25.68
22-01-15,189.080002,51.689999,37.049999,15.75,26.379999,11.53,13.35,29.290001,132.919998,25.68
23-01-15,188.039993,51.439999,36.880001,15.71,26.370001,11.57,13.43,29.209999,134.770004,25.76
26-01-15,188.410004,51.66,37.029999,15.83,26.379999,11.55,13.4,29.459999,134.360001,25.68
27-01-15,185.940002,51.049999,36.59,15.83,26.23,11.56,13.45,29.43,134.570007,25.67
28-01-15,183.490005,50.349998,36.09,15.68,26.049999,11.61,13.5,29.26,136.770004,25.84
29-01-15,185.270004,50.830002,36.43,15.77,25.99,11.59,13.48,29.35,135.869995,25.76
30-01-15,182.990005,50.150002,35.939999,15.57,25.49,11.66,13.59,28.73,138.279999,25.809999
02-02-15,185.089996,50.75,36.380001,15.75,25.75,11.64,13.57,28.68,137.479996,25.73
03-02-15,187.789993,51.509998,36.919998,15.99,26.129999,11.58,13.51,28.92,134.570007,25.629999
